Poczatek gry. (26.10.2015 10:7)
Gracz,Tura,Dochod,Czas
1,1,3,44
2,1,3,21
1,2,3,136
2,2,3,20
1,3,3,128
2,3,3,11
1,4,3,139
2,4,3,10
1,5,3,123
2,5,5,9
1,6,6,95
2,6,5,20
1,7,6,76
2,7,5,20
1,8,6,121
2,8,5,18
1,9,6,71
2,9,5,9
1,10,8,79
2,10,5,20
1,11,8,75
2,11,5,19
1,12,8,168
2,12,5,9
1,13,8,243
2,13,5,20
1,14,8,189
2,14,5,10
1,15,8,161
2,15,5,22
1,16,8,198
2,16,5,18
1,17,8,260
2,17,5,21
1,18,8,202
2,18,5,9
1,19,8,136
2,19,5,10
1,20,13,103
2,20,5,21
1,21,13,128
2,21,5,14
1,22,13,274
2,22,5,9
1,23,13,296
2,23,3,19
1,24,13,468
2,24,3,12
1,25,13,369
2,25,3,20
1,26,13,383
2,26,3,14
1,27,13,207
2,27,3,10
1,28,15,228
2,28,3,19
1,29,15,141
2,29,3,18
1,30,15,90
2,30,3,10
1,31,15,169
2,31,3,20
1,32,15,118
2,32,3,19
1,33,15,164
2,33,3,19
1,34,15,157
2,34,3,9
1,35,15,215
2,35,3,20
1,36,15,195
2,36,3,21
1,37,15,81
2,37,3,19
1,38,15,90
2,38,3,20
1,39,15,62
2,39,3,21
1,40,15,54
2,40,3,21
1,41,15,69
2,41,3,11
1,42,20,51
2,42,3,19
1,43,20,40
2,43,3,11
1,44,20,22
2,44,3,11
1,45,20,24
2,45,3,11
1,46,20,14
2,46,3,19
1,47,20,22
2,47,3,20
1,48,20,12
2,48,3,11
1,49,20,12
2,49,3,18
1,50,20,20
2,50,3,19
1,51,20,13
2,51,3,20
1,52,27,19
