Poczatek gry. (26.10.2015 10:5)
Gracz,Tura,Dochod,Czas
1,1,3,28
2,1,3,9
1,2,3,15
2,2,3,12
1,3,5,10
2,3,3,22
1,4,5,11
2,4,3,16
1,5,5,11
2,5,3,19
1,6,5,44
2,6,3,20
1,7,5,90
2,7,3,19
1,8,5,120
2,8,3,9
1,9,5,364
2,9,3,9
1,10,5,317
2,10,3,9
1,11,5,715
2,11,3,18
1,12,5,640
2,12,3,18
1,13,5,1003
2,13,3,9
1,14,5,1222
2,14,3,10
1,15,5,553
2,15,3,8
1,16,10,398
2,16,3,9
1,17,10,417
2,17,3,21
1,18,10,995
2,18,3,19
1,19,10,1637
2,19,3,9
1,20,10,1749
2,20,3,9
1,21,10,3215
2,21,3,19
1,22,10,5322
2,22,3,10
1,23,10,4350
2,23,3,9
1,24,10,3578
2,24,3,9
1,25,10,3278
2,25,3,19
1,26,10,3357
2,26,3,11
1,27,12,2350
2,27,3,9
1,28,12,1749
2,28,3,8
1,29,12,2131
2,29,3,9
1,30,12,2126
2,30,3,10
1,31,12,1522
2,31,3,9
1,32,12,1599
2,32,3,8
1,33,12,1003
2,33,3,19
1,34,15,701
2,34,3,19
1,35,15,715
2,35,3,19
1,36,15,1160
2,36,3,19
1,37,15,793
2,37,3,9
1,38,15,594
2,38,3,10
1,39,15,343
2,39,3,18
1,40,15,254
2,40,3,9
1,41,15,118
2,41,3,22
1,42,15,104
2,42,3,9
1,43,15,127
2,43,3,10
1,44,15,60
2,44,3,20
1,45,15,54
2,45,3,18
1,46,20,42
2,46,3,18
1,47,20,21
2,47,3,18
1,48,20,18
2,48,3,18
1,49,20,21
2,49,3,11
1,50,20,24
2,50,3,20
1,51,20,21
2,51,3,19
1,52,20,21
2,52,3,15
1,53,20,12
2,53,3,13
1,54,20,12
2,54,3,11
1,55,20,19
2,55,3,19
1,56,27,19
