Poczatek gry. (27.10.2015 5:11)
Gracz,Tura,Dochod,Czas
1,1,3,1010
2,1,3,14
1,2,3,1005
2,2,3,12
1,3,3,1005
2,3,3,11
1,4,3,1017
2,4,3,12
1,5,3,1007
2,5,3,10
1,6,3,1006
2,6,3,10
1,7,3,1016
2,7,3,21
1,8,3,1016
2,8,3,10
1,9,3,1011
2,9,3,10
1,10,3,1006
2,10,3,23
1,11,3,1052
2,11,3,11
1,12,3,1018
2,12,3,10
1,13,3,1005
2,13,3,9
1,14,8,1005
2,14,3,9
1,15,8,1004
2,15,3,13
1,16,10,1005
2,16,3,15
1,17,10,1005
2,17,3,10
1,18,10,1016
2,18,3,15
1,19,10,1008
2,19,3,19
1,20,10,1016
2,20,3,21
1,21,10,1015
2,21,3,21
1,22,10,1006
2,22,3,10
1,23,10,1004
2,23,3,10
1,24,10,1005
2,24,3,11
1,25,10,1005
2,25,3,10
1,26,10,1005
2,26,3,13
1,27,10,1004
2,27,3,22
1,28,10,1012
2,28,3,26
1,29,10,1015
2,29,3,22
1,30,10,1006
2,30,3,11
1,31,10,1005
2,31,3,19
1,32,10,1007
2,32,3,9
1,33,10,1015
2,33,3,19
1,34,10,1006
2,34,3,20
1,35,10,1015
2,35,3,20
1,36,10,1016
2,36,3,19
1,37,10,1014
2,37,3,21
1,38,10,1014
2,38,3,10
1,39,10,1014
2,39,3,20
1,40,10,1008
2,40,3,10
1,41,10,1015
2,41,3,22
1,42,10,1015
2,42,3,9
1,43,10,1016
2,43,3,10
1,44,10,1016
2,44,3,20
1,45,10,1015
2,45,3,20
1,46,10,1014
2,46,3,21
1,47,10,1016
2,47,3,10
1,48,10,1013
2,48,3,20
1,49,15,1015
2,49,3,19
1,50,15,1139
2,50,3,111
1,51,15,1014
2,51,3,19
1,52,15,1017
2,52,3,9
1,53,17,1014
2,53,3,2
1,54,17,1015
2,54,3,21
1,55,17,1015
2,55,3,20
1,56,17,1015
2,56,3,20
1,57,17,1015
2,57,3,20
1,58,24,1007
2,58,3,10
1,59,24,1016
2,59,3,20
1,60,25,1015
2,60,3,22
1,61,25,1005
2,61,3,20
1,62,27,1021
