Poczatek gry. (27.10.2015 4:54)
Gracz,Tura,Dochod,Czas
1,1,3,1019
2,1,3,31
1,2,3,1010
2,2,3,12
1,3,3,1011
2,3,3,24
1,4,3,1013
2,4,3,20
1,5,3,1018
2,5,3,11
1,6,3,1005
2,6,3,10
1,7,3,1005
2,7,3,9
1,8,3,1005
2,8,3,9
1,9,3,1005
2,9,3,9
1,10,3,1006
2,10,3,10
1,11,3,1005
2,11,3,24
1,12,8,1005
2,12,5,23
1,13,8,1006
2,13,5,10
1,14,8,1006
2,14,5,10
1,15,8,1004
2,15,5,10
1,16,8,1008
2,16,5,17
1,17,8,1004
2,17,5,9
1,18,8,1004
2,18,5,10
1,19,8,1007
2,19,5,10
1,20,8,1004
2,20,5,57
1,21,8,1006
2,21,5,9
1,22,8,1004
2,22,3,11
1,23,8,1004
2,23,5,11
1,24,8,1005
2,24,5,9
1,25,8,1004
2,25,5,8
1,26,8,1013
2,26,5,19
1,27,8,1006
2,27,5,13
1,28,10,1013
2,28,5,24
1,29,10,1014
2,29,5,9
1,30,10,1014
2,30,5,19
1,31,10,1013
2,31,5,18
1,32,10,1012
2,32,5,18
1,33,10,1011
2,33,5,19
1,34,10,1013
2,34,5,1
1,35,10,1014
2,35,3,18
1,36,10,1006
2,36,3,20
1,37,10,1013
2,37,3,18
1,38,10,1013
2,38,3,8
1,39,10,1004
2,39,5,20
1,40,10,1014
2,40,5,8
1,41,17,1005
2,41,5,18
1,42,17,1013
2,42,3,19
1,43,17,1013
2,43,3,9
1,44,17,1004
2,44,3,9
1,45,17,1119
2,45,3,109
1,46,17,1023
2,46,3,9
1,47,22,1003
2,47,3,10
1,48,22,1007
2,48,3,9
1,49,25,1008
2,49,3,9
1,50,25,1008
2,50,3,10
1,51,25,1015
2,51,3,22
1,52,18,1018
2,52,3,8
1,53,20,1024
2,53,3,10
1,54,27,1012
