Poczatek gry. (27.10.2015 0:57)
Gracz,Tura,Dochod,Czas
1,1,3,430
2,1,3,26
1,2,3,239
2,2,3,9
1,3,3,655
2,3,3,16
1,4,3,509
2,4,3,19
1,5,3,2829
2,5,3,13
1,6,3,302
2,6,3,24
1,7,3,297
2,7,3,19
1,8,3,270
2,8,5,20
1,9,3,554
2,9,5,9
1,10,3,281
2,10,5,19
1,11,3,515
2,11,5,9
1,12,3,895
2,12,5,19
1,13,3,879
2,13,3,10
1,14,3,1428
2,14,3,9
1,15,3,1039
2,15,3,9
1,16,5,782
2,16,3,0
1,17,5,922
2,17,5,10
1,18,5,776
2,18,5,9
1,19,5,396
2,19,5,20
1,20,5,177
2,20,5,14
1,21,8,136
2,21,5,19
1,22,8,584
2,22,5,10
1,23,8,215
2,23,5,9
1,24,8,464
2,24,5,10
1,25,8,426
2,25,5,9
1,26,8,413
2,26,3,10
1,27,8,195
2,27,3,9
1,28,8,128
2,28,5,18
1,29,8,170
2,29,3,17
1,30,8,160
2,30,3,10
1,31,8,91
2,31,3,18
1,32,13,472
2,32,3,12
1,33,13,121
2,33,3,19
1,34,13,126
2,34,3,19
1,35,13,144
2,35,3,19
1,36,13,439
2,36,3,13
1,37,15,275
2,37,3,9
1,38,15,204
2,38,3,9
1,39,15,164
2,39,3,20
1,40,15,158
2,40,3,9
1,41,15,191
2,41,3,18
1,42,15,156
2,42,3,9
1,43,15,80
2,43,3,19
1,44,15,65
2,44,3,11
1,45,15,135
2,45,3,19
1,46,20,295
2,46,3,11
1,47,20,159
2,47,3,10
1,48,20,190
2,48,3,11
1,49,20,71
2,49,3,11
1,50,20,78
2,50,3,9
1,51,20,34
2,51,3,13
1,52,20,21
2,52,3,19
1,53,20,52
2,53,3,9
1,54,20,74
2,54,3,19
1,55,20,41
2,55,3,10
1,56,20,38
2,56,3,19
1,57,20,20
2,57,3,26
1,58,20,16
2,58,3,9
1,59,20,22
2,59,3,20
1,60,20,21
2,60,3,19
1,61,20,21
2,61,3,19
1,62,22,20
2,62,3,21
1,63,22,20
2,63,3,19
1,64,27,21
