Poczatek gry. (27.10.2015 6:51)
Gracz,Tura,Dochod,Czas
1,1,3,2019
2,1,3,125
1,2,3,2012
2,2,3,50
1,3,3,2005
2,3,3,199
1,4,3,2015
2,4,5,197
1,5,3,2016
2,5,5,107
1,6,3,2007
2,6,5,706
1,7,3,2010
2,7,5,2273
1,8,3,2007
2,8,5,2926
1,9,3,2016
2,9,5,202
1,10,5,2014
2,10,5,423
1,11,5,2015
2,11,5,592
1,12,3,2005
2,12,5,809
1,13,6,2015
2,13,5,574
1,14,3,2012
2,14,5,904
1,15,3,2059
2,15,7,442
1,16,3,2005
2,16,7,726
1,17,3,2007
2,17,7,472
1,18,3,2016
2,18,7,299
1,19,3,2016
2,19,7,427
1,20,3,2013
2,20,7,506
1,21,3,2014
2,21,7,535
1,22,3,2015
2,22,7,476
1,23,3,2014
2,23,7,263
1,24,3,2005
2,24,7,338
1,25,3,2014
2,25,10,218
1,26,3,2011
2,26,10,157
1,27,3,2015
2,27,10,188
1,28,3,2016
2,28,7,219
1,29,3,2014
2,29,10,317
1,30,8,2014
2,30,10,283
1,31,3,2010
2,31,10,578
1,32,3,2013
2,32,10,738
1,33,3,2015
2,33,10,877
1,34,3,2016
2,34,10,617
1,35,3,2003
2,35,8,480
1,36,3,2015
2,36,8,841
1,37,3,2038
2,37,13,774
1,38,3,2057
2,38,10,820
1,39,3,2150
2,39,10,759
1,40,3,2030
2,40,13,728
1,41,3,2015
2,41,13,541
1,42,3,2015
2,42,15,352
1,43,3,2013
2,43,15,245
1,44,3,2127
2,44,15,174
1,45,3,2060
2,45,15,117
1,46,3,2018
2,46,15,444
1,47,3,2013
2,47,15,127
1,48,3,2212
2,48,15,257
1,49,3,2182
2,49,15,360
1,50,3,2013
2,50,15,264
1,51,3,2016
2,51,15,168
1,52,3,2012
2,52,15,220
1,53,3,2013
2,53,15,142
1,54,3,2013
2,54,15,93
1,55,3,2129
2,55,22,154
1,56,3,2003
2,56,22,87
1,57,3,2147
2,57,22,74
1,58,3,2015
2,58,22,37
1,59,3,2008
2,59,22,31
1,60,3,2017
2,60,22,10
1,61,3,2024
2,61,22,22
1,62,3,2018
2,62,22,19
1,63,3,2023
2,63,27,21
