Poczatek gry. (26.10.2015 10:4)
Gracz,Tura,Dochod,Czas
1,1,3,106
2,1,3,8
1,2,3,96
2,2,3,8
1,3,3,232
2,3,5,18
1,4,3,149
2,4,5,18
1,5,3,152
2,5,3,18
1,6,3,191
2,6,3,9
1,7,3,260
2,7,3,16
1,8,3,243
2,8,3,18
1,9,3,281
2,9,3,8
1,10,3,140
2,10,3,16
1,11,3,509
2,11,3,19
1,12,3,997
2,12,3,17
1,13,3,1933
2,13,3,9
1,14,3,2919
2,14,3,17
1,15,3,2135
2,15,3,18
1,16,5,3504
2,16,3,18
1,17,5,3131
2,17,5,8
1,18,5,1192
2,18,5,8
1,19,5,395
2,19,5,17
1,20,5,323
2,20,5,17
1,21,8,203
2,21,5,8
1,22,8,163
2,22,5,8
1,23,8,250
2,23,5,9
1,24,8,236
2,24,3,8
1,25,8,324
2,25,3,8
1,26,8,421
2,26,3,18
1,27,8,404
2,27,5,8
1,28,8,248
2,28,5,17
1,29,8,271
2,29,3,17
1,30,8,317
2,30,3,8
1,31,8,150
2,31,3,8
1,32,13,192
2,32,3,19
1,33,13,159
2,33,3,17
1,34,13,129
2,34,3,9
1,35,13,168
2,35,5,8
1,36,13,272
2,36,3,18
1,37,13,407
2,37,3,8
1,38,13,328
2,38,3,17
1,39,15,240
2,39,3,18
1,40,15,150
2,40,3,18
1,41,15,178
2,41,3,9
1,42,15,308
2,42,3,9
1,43,15,230
2,43,3,18
1,44,15,187
2,44,3,9
1,45,15,87
2,45,3,17
1,46,15,68
2,46,3,8
1,47,20,27
2,47,3,10
1,48,20,57
2,48,3,18
1,49,20,37
2,49,3,19
1,50,20,23
2,50,3,18
1,51,20,13
2,51,3,9
1,52,20,14
2,52,3,9
1,53,20,9
2,53,3,27
1,54,20,9
2,54,3,20
1,55,20,11
2,55,3,18
1,56,20,13
2,56,3,17
1,57,20,19
2,57,3,12
1,58,20,19
2,58,3,22
1,59,27,18
