Poczatek gry. (27.10.2015 0:56)
Gracz,Tura,Dochod,Czas
1,1,3,341
2,1,3,26
1,2,3,268
2,2,3,15
1,3,3,464
2,3,3,18
1,4,3,453
2,4,3,16
1,5,3,485
2,5,3,10
1,6,3,701
2,6,3,9
1,7,3,629
2,7,3,9
1,8,3,631
2,8,3,17
1,9,3,668
2,9,3,19
1,10,3,902
2,10,3,9
1,11,3,681
2,11,3,19
1,12,3,885
2,12,3,9
1,13,5,432
2,13,3,9
1,14,5,402
2,14,3,10
1,15,5,285
2,15,3,9
1,16,3,275
2,16,3,19
1,17,5,440
2,17,3,9
1,18,5,357
2,18,3,19
1,19,5,322
2,19,3,18
1,20,5,259
2,20,3,19
1,21,5,623
2,21,3,9
1,22,5,1151
2,22,3,19
1,23,5,705
2,23,3,17
1,24,3,1195
2,24,3,19
1,25,5,600
2,25,3,20
1,26,5,711
2,26,3,9
1,27,8,1497
2,27,3,26
1,28,8,157
2,28,3,19
1,29,8,299
2,29,3,9
1,30,8,218
2,30,3,10
1,31,10,172
2,31,3,12
1,32,10,190
2,32,3,9
1,33,10,183
2,33,3,9
1,34,10,202
2,34,3,10
1,35,10,1286
2,35,3,9
1,36,10,708
2,36,3,8
1,37,7,1253
2,37,3,19
1,38,7,778
2,38,3,23
1,39,7,844
2,39,3,17
1,40,5,982
2,40,3,17
1,41,5,1227
2,41,3,11
1,42,5,1398
2,42,3,19
1,43,10,781
2,43,3,9
1,44,10,1022
2,44,3,19
1,45,10,1072
2,45,3,9
1,46,13,1085
2,46,3,19
1,47,13,712
2,47,3,17
1,48,13,637
2,48,3,10
1,49,15,652
2,49,3,9
1,50,12,649
2,50,3,16
1,51,15,569
2,51,3,19
1,52,15,389
2,52,3,20
1,53,15,369
2,53,3,19
1,54,15,355
2,54,3,16
1,55,15,237
2,55,3,20
1,56,15,587
2,56,3,10
1,57,15,460
2,57,3,9
1,58,15,800
2,58,3,11
1,59,15,513
2,59,3,19
1,60,15,440
2,60,3,10
1,61,15,407
2,61,3,12
1,62,15,248
2,62,3,9
1,63,20,183
2,63,3,11
1,64,20,74
2,64,3,18
1,65,20,64
2,65,3,19
1,66,20,34
2,66,3,10
1,67,20,16
2,67,3,10
1,68,20,11
2,68,3,10
1,69,20,13
2,69,3,11
1,70,20,9
2,70,3,10
1,71,20,10
2,71,3,10
1,72,20,10
2,72,3,10
1,73,27,10
