Poczatek gry. (27.10.2015 5:9)
Gracz,Tura,Dochod,Czas
1,1,3,1009
2,1,3,13
1,2,3,1008
2,2,3,23
1,3,3,1017
2,3,3,24
1,4,3,1012
2,4,3,21
1,5,3,1018
2,5,3,11
1,6,3,1006
2,6,3,22
1,7,3,1008
2,7,3,10
1,8,3,1015
2,8,3,9
1,9,3,1015
2,9,3,10
1,10,3,1005
2,10,3,10
1,11,3,1009
2,11,3,12
1,12,3,1004
2,12,3,10
1,13,3,1007
2,13,3,10
1,14,3,1006
2,14,3,15
1,15,3,1005
2,15,3,10
1,16,3,1008
2,16,3,22
1,17,5,1015
2,17,3,10
1,18,5,1004
2,18,8,10
1,19,10,1016
2,19,8,15
1,20,10,1009
2,20,10,11
1,21,10,1014
2,21,5,11
1,22,10,1004
2,22,5,10
1,23,10,1014
2,23,3,9
1,24,10,1003
2,24,3,9
1,25,10,1007
2,25,3,12
1,26,10,1006
2,26,3,10
1,27,10,1005
2,27,3,21
1,28,10,1013
2,28,3,20
1,29,10,1015
2,29,3,20
1,30,10,1014
2,30,3,76
1,31,10,1015
2,31,3,21
1,32,10,1015
2,32,3,19
1,33,10,1016
2,33,3,19
1,34,10,1014
2,34,3,21
1,35,10,1015
2,35,3,22
1,36,5,1015
2,36,3,21
1,37,5,1014
2,37,3,10
1,38,5,1015
2,38,3,9
1,39,5,1004
2,39,3,18
1,40,5,1014
2,40,3,23
1,41,5,1015
2,41,3,15
1,42,5,1015
2,42,3,21
1,43,5,1015
2,43,3,20
1,44,7,1015
2,44,3,21
1,45,7,1015
2,45,3,20
1,46,7,1013
2,46,3,20
1,47,5,1016
2,47,3,21
1,48,8,1015
2,48,3,10
1,49,8,1005
2,49,3,21
1,50,8,1016
2,50,3,10
1,51,8,1015
2,51,3,19
1,52,10,1015
2,52,3,20
1,53,10,1015
2,53,3,12
1,54,10,1138
2,54,3,142
1,55,10,1014
2,55,3,10
1,56,10,1004
2,56,3,21
1,57,10,1014
2,57,3,21
1,58,15,1015
2,58,3,20
1,59,15,1005
2,59,3,20
1,60,15,1005
2,60,3,17
1,61,15,1013
2,61,3,20
1,62,15,1014
2,62,3,21
1,63,15,1015
2,63,3,20
1,64,15,1006
2,64,3,21
1,65,15,1015
2,65,3,9
1,66,15,1016
2,66,3,11
1,67,15,1005
2,67,3,21
1,68,15,1014
2,68,3,21
1,69,15,1015
2,69,3,21
1,70,22,1009
2,70,3,11
1,71,27,1012
