Poczatek gry. (27.10.2015 7:21)
Gracz,Tura,Dochod,Czas
1,1,3,2006
2,1,3,1037
1,2,3,2016
2,2,3,470
1,3,3,2014
2,3,3,642
1,4,3,2015
2,4,3,961
1,5,3,2015
2,5,3,108
1,6,3,2015
2,6,3,545
1,7,3,2006
2,7,3,154
1,8,3,2015
2,8,3,424
1,9,3,2015
2,9,3,423
1,10,8,2014
2,10,3,121
1,11,8,2016
2,11,3,116
1,12,8,2015
2,12,3,119
1,13,8,2014
2,13,3,142
1,14,8,2015
2,14,3,183
1,15,8,2004
2,15,3,230
1,16,8,2004
2,16,3,246
1,17,8,2017
2,17,3,248
1,18,8,2015
2,18,3,79
1,19,8,2004
2,19,3,161
1,20,8,2136
2,20,3,434
1,21,8,2153
2,21,3,160
1,22,8,2114
2,22,3,135
1,23,8,2060
2,23,3,133
1,24,8,2113
2,24,3,135
1,25,13,2014
2,25,3,252
1,26,13,2004
2,26,3,205
1,27,13,2004
2,27,3,235
1,28,8,2016
2,28,3,197
1,29,8,2014
2,29,3,141
1,30,8,2015
2,30,3,150
1,31,8,2092
2,31,3,161
1,32,8,2015
2,32,3,142
1,33,3,2095
2,33,3,287
1,34,8,2014
2,34,3,413
1,35,3,2015
2,35,5,506
1,36,3,2015
2,36,5,882
1,37,3,2015
2,37,5,245
1,38,3,2014
2,38,5,331
1,39,3,2014
2,39,5,867
1,40,3,2014
2,40,3,395
1,41,3,2017
2,41,3,369
1,42,3,2015
2,42,3,1035
1,43,3,2016
2,43,3,1045
1,44,3,2018
2,44,3,1082
1,45,3,2015
2,45,3,1073
1,46,3,2014
2,46,3,204
1,47,3,2014
2,47,3,242
1,48,5,2092
2,48,3,130
1,49,5,2004
2,49,3,141
1,50,5,2016
2,50,3,782
1,51,8,2004
2,51,3,185
1,52,8,2005
2,52,3,170
1,53,3,2123
2,53,3,238
1,54,3,2095
2,54,3,249
1,55,3,2094
2,55,3,210
1,56,3,2078
2,56,3,158
1,57,10,2168
2,57,3,479
1,58,3,2125
2,58,3,384
1,59,3,2015
2,59,3,426
1,60,3,2069
2,60,3,71
1,61,3,2015
2,61,3,38
1,62,3,2066
2,62,3,42
1,63,10,2033
2,63,3,23
1,64,10,2004
2,64,3,43
1,65,10,2014
2,65,3,52
1,66,15,2094
2,66,3,49
1,67,8,2014
2,67,3,171
1,68,8,2065
2,68,3,78
1,69,8,2025
2,69,3,131
1,70,8,2015
2,70,3,67
1,71,8,2013
2,71,3,164
1,72,8,2015
2,72,3,74
1,73,8,2014
2,73,3,64
1,74,10,2015
2,74,3,62
1,75,10,2144
2,75,3,91
1,76,10,2015
2,76,3,133
1,77,10,2015
2,77,3,147
1,78,13,2013
2,78,3,155
1,79,13,2015
2,79,3,172
1,80,8,2015
2,80,3,99
1,81,10,2015
2,81,3,116
1,82,7,2014
2,82,3,129
1,83,5,2016
2,83,3,94
1,84,5,2014
2,84,3,100
1,85,8,2015
2,85,3,26
1,86,10,2015
2,86,3,236
1,87,10,2027
2,87,3,209
1,88,15,2016
2,88,3,251
1,89,15,2015
2,89,3,187
1,90,15,2026
2,90,3,25
1,91,22,2023
2,91,3,24
1,92,22,2027
2,92,3,47
1,93,22,2015
2,93,3,25
1,94,20,2027
2,94,3,32
1,95,20,2019
2,95,3,28
1,96,20,2018
2,96,3,18
1,97,27,2013
