Poczatek gry. (26.10.2015 10:12)
Gracz,Tura,Dochod,Czas
1,1,3,65
2,1,3,22
1,2,3,77
2,2,3,9
1,3,3,212
2,3,3,14
1,4,3,164
2,4,3,18
1,5,3,282
2,5,3,8
1,6,3,291
2,6,3,9
1,7,3,233
2,7,3,17
1,8,5,145
2,8,3,16
1,9,5,138
2,9,3,17
1,10,5,181
2,10,3,17
1,11,5,121
2,11,3,17
1,12,5,180
2,12,3,10
1,13,5,102
2,13,3,18
1,14,5,331
2,14,3,16
1,15,5,217
2,15,3,18
1,16,5,141
2,16,3,19
1,17,12,84
2,17,3,25
1,18,12,122
2,18,3,17
1,19,12,278
2,19,3,8
1,20,12,193
2,20,8,8
1,21,12,165
2,21,3,8
1,22,12,266
2,22,3,17
1,23,12,195
2,23,3,9
1,24,12,166
2,24,3,17
1,25,12,99
2,25,3,8
1,26,15,58
2,26,3,17
1,27,15,134
2,27,3,18
1,28,15,232
2,28,3,17
1,29,15,139
2,29,3,17
1,30,17,112
2,30,3,17
1,31,17,104
2,31,3,17
1,32,17,116
2,32,3,17
1,33,17,113
2,33,3,8
1,34,17,99
2,34,3,17
1,35,17,104
2,35,3,17
1,36,17,78
2,36,3,18
1,37,17,47
2,37,3,8
1,38,17,46
2,38,3,17
1,39,17,59
2,39,3,10
1,40,22,39
2,40,3,8
1,41,22,26
2,41,3,16
1,42,22,53
2,42,3,11
1,43,22,52
2,43,3,7
1,44,22,38
2,44,3,11
1,45,22,24
2,45,3,17
1,46,22,24
2,46,3,16
1,47,22,9
2,47,3,17
1,48,22,19
2,48,3,17
1,49,22,10
2,49,3,16
1,50,22,18
2,50,3,16
1,51,27,9
